Postal Code,VIN,Stock Num,MSRP,Year,Make,Model,Ext. Warranty Miles,Lender,Purchase Date,Sales Type,Purchase Type,Sale Price
62703-4806,1C6RR7YT6GS395926,28013,"$57,125.00 ",2016,RAM,1500 (5.7L),0,HEARTLAND CREDIT UNION,8/26/2016 0:00,New Vehicle,Finance,"$57,125.00 "
62702,5XYPKDA53GG024100,K28735,"$47,958.00 ",2016,KIA,SORENTO,0,CONVERSION - DO NOT USE,3/31/2015 0:00,New Vehicle,Cash,"$47,958.00 "
62563-9243,JF2SJADC3FH567900,44702,"$25,719.00 ",2015,SUBARU,FORESTER,0,JP MORGAN CHASE BANK NA,4/17/2015 0:00,Used Vehicle,Finance,"$25,719.00 "
62704-1253,KNDJT2A68D7549212,K27907,"$23,854.00 ",2013,KIA,SOUL,100009,KIA MOTORS FINANCE,1/4/2013 0:00,Used Vehicle,Finance,"$23,854.00 "
62703,3C4PDCBB2KT836546,2259,"$27,130.00 ",2019,DODGE,JOURNEY,0,CONSUMER PORTFOLIO SERVICE INC,10/30/2019 0:00,New Vehicle,Finance,"$42,176.00 "
62563-9493,5XYKUDA67CG245092,K27119,"$32,540.00 ",2012,KIA,SORENTO,0,CONVERSION - DO NOT USE,9/13/2011 0:00,Used Vehicle,Cash,"$32,540.00 "
62670-4515,5XYKT4A62CG258013,K27182,"$25,518.92 ",2012,KIA,SORENTO,0,CONVERSION - DO NOT USE,10/21/2011 0:00,Used Vehicle,Cash,"$25,518.92 "
62707-8540,KNAFU4A2XC5470577,K27054,"$18,545.00 ",2012,KIA,FORTE,0,US BANK NA,8/5/2011 0:00,New Vehicle,Finance,"$18,545.00 "
62690,2C4RDGBG2FR650204,26530,"$23,080.00 ",2015,DODGE TRUCK,GRAND CARAVAN,0,CHRYSLER CAPITAL,4/4/2015 0:00,New Vehicle,Finance,"$23,080.00 "
62707,4S4WMARD3K3404983,S1048A,"$42,999.00 ",2019,SUBARU,ASCENT,75000,HEARTLAND CREDIT UNION,11/27/2019 0:00,Used Vehicle,Finance,"$39,998.00 "
62046,JF2GPAKC0E8226881,K29204A,"$25,988.00 ",2014,SUBARU,XV CROSSTREK,81314,CAPITAL ONE AUTO FINANCE,6/10/2014 0:00,Used Vehicle,Finance,"$25,988.00 "
62650-6341,4S4BRCBC0A3310300,44894A,"$13,930.00 ",2010,SUBARU,OUTBACK 2.5I,0,CONVERSION - DO NOT USE,8/14/2015 0:00,Used Vehicle,Cash,"$13,930.00 "
62712-5869,3C6RR7LT0JG143465,29982,"$48,960.00 ",2018,RAM,1500 (5.7L),72000,PNC BANK NA,1/11/2019 0:00,New Vehicle,Finance,"$45,951.00 "
62711-6291,4S4BSAHC0J3277315,45957,"$33,475.00 ",2018,SUBARU,OUTBACK,0,JP MORGAN CHASE BANK NA,1/27/2018 0:00,Used Vehicle,Finance,"$31,906.00 "
62703-3447,JF2GPANC4GH312306,45286,"$29,742.00 ",2016,SUBARU,CROSSTREK,0,JP MORGAN CHASE BANK NA,8/12/2016 0:00,Used Vehicle,Finance,"$27,236.00 "
62702,5XXGU4L15KG312475,K3098,"$27,874.00 ",2019,KIA,OPTIMA,0,HEARTLAND CREDIT UNION,4/18/2019 0:00,New Vehicle,Finance,"$26,781.00 "
62704,1C4RJFAG6DC641080,27820A,"$23,995.00 ",2013,JEEP,GRAND CHEROKEE (3.6L),0,HEARTLAND CREDIT UNION,12/30/2016 0:00,Used Vehicle,Finance,"$19,500.00 "
62675,KNDJP3A55E7707444,88912A,"$10,990.00 ",2014,KIA,SOUL,125000,CEFCU,7/26/2018 0:00,Used Vehicle,Finance,"$9,929.00 "
62629-9791,1D7RV1GT2AS204826,26515A,"$23,141.00 ",2010,DODGE TRUCK,RAM 1500,0,CAPITAL ONE AUTO FINANCE,3/12/2015 0:00,Used Vehicle,Finance,"$23,141.00 "
62625,1C6SRFHT4KN918119,D2339,"$71,275.00 ",2019,RAM,1500 (5.7L),100000,CHRYSLER CAPITAL,9/7/2019 0:00,New Vehicle,Finance,"$67,881.00 "
62705-0913,4S4BSBAC1F3291375,44713,"$24,774.87 ",2015,SUBARU,OUTBACK WAGON,0,CONVERSION - DO NOT USE,1/31/2015 0:00,New Vehicle,Cash,"$24,774.87 "
62711,4S4BRCKC6D3279557,44000,"$29,037.00 ",2013,SUBARU,OUTBACK WAGON,0,JP MORGAN CHASE BANK NA,2/5/2013 0:00,New Vehicle,Finance,"$29,037.00 "
62704,JF2SJADC9GH536748,45196,"$25,849.00 ",2016,SUBARU,FORESTER,0,JP MORGAN CHASE BANK NA,4/25/2016 0:00,New Vehicle,Finance,"$25,849.00 "
62626,4S4BSANC3H3302061,45478,"$36,046.00 ",2017,SUBARU,OUTBACK,0,JP MORGAN CHASE BANK NA,12/30/2016 0:00,New Vehicle,Finance,"$34,798.00 "
62640,1C4RDJDG5KC664580,2136,"$50,409.00 ",2019,DODGE,DURANGO,75000,CAPITAL ONE AUTO FINANCE,2/19/2019 0:00,New Vehicle,Finance,"$50,909.00 "
62561,3C6UR5CL1GG126584,2268A,"$39,990.00 ",2016,RAM,2500 DIESEL (6.7L),0,,3/19/2018 0:00,Used Vehicle,Cash,"$35,000.00 "
62694,5XYPGDA34GG043061,K28750,"$31,390.00 ",2016,KIA,SORENTO,0,CONVERSION - DO NOT USE,1/16/2016 0:00,New Vehicle,Finance,"$31,390.00 "
62236,4S4BRCGC0C3276936,43851,"$26,500.00 ",2012,SUBARU,OUTBACK WAGON,0,JP MORGAN CHASE BANK NA,7/16/2012 0:00,New Vehicle,Finance,"$26,500.00 "
62526-3110,4S3BNBL69F3004173,44505,"$28,623.00 ",2015,SUBARU,LEGACY,0,CONVERSION - DO NOT USE,7/9/2014 0:00,Used Vehicle,Cash,"$28,623.00 "
62531-9420,1C6RR7JT4HS589706,29238,"$51,480.00 ",2017,RAM,1500,75000,CEFCU,7/3/2017 0:00,New Vehicle,Finance,"$47,265.00 "
62712-6867,1C6SRFJT1KN568832,20025,"$62,420.00 ",2019,RAM,1500,0,CCAP AUTO LEASE LTD,2/21/2019 0:00,New Vehicle,Lease,"$57,300.00 "
62563-8389,1C6RR7LT3GS247000,56521,"$44,300.00 ",2016,DODGE TRUCK,RAM 1500,0,HEARTLAND,2/27/2016 0:00,Used Vehicle,Finance,"$44,300.00 "
62711-4411,5XYKT3A13BG017185,K25522,"$24,350.00 ",2011,KIA,SORENTO,0,PREMIER BANK OF JACKSONVILLE,2/23/2010 0:00,Used Vehicle,Finance,"$24,350.00 "
62684-8079,1C4RDJEG6GC403447,27976,"$49,402.00 ",2016,DODGE,DURANGO (3.6L),0,CEFCU,7/5/2016 0:00,New Vehicle,Finance,"$49,402.00 "
62702-2712,2C3CDXBG2DH738196,24607,"$26,495.00 ",2013,DODGE,CHARGER,0,CONVERSION - DO NOT USE,8/5/2013 0:00,New Vehicle,Cash,"$26,495.00 "
62707,5NPEB4AC3BH067617,K28514A,"$15,700.00 ",2011,HYUNDAI,SONATA,0,FIFTH THIRD BANK,7/19/2014 0:00,Used Vehicle,Finance,"$15,700.00 "
62563-8435,1C4SDJCT8EC550786,25650,"$48,205.00 ",2014,DODGE TRUCK,DURANGO,100000,CONVERSION - DO NOT USE,7/12/2014 0:00,New Vehicle,Cash,"$48,205.00 "
62702,KNDJP3A56F7207097,K3190A,"$14,990.00 ",2015,KIA,SOUL,0,,5/23/2019 0:00,Used Vehicle,Cash,"$13,000.00 "
62561-9518,2C4RDGBG7ER102052,25000,"$21,150.00 ",2014,DODGE TRUCK,GRAND CARAVAN,0,HEARTLAND CREDIT UNION,12/18/2013 0:00,New Vehicle,Finance,"$21,150.00 "
62613,KNDJN2A24J7895745,K200019A,"$16,250.00 ",2018,KIA,SOUL,100000,CEFCU,9/6/2018 0:00,Used Vehicle,Finance,"$16,250.00 "
62530-9701,2C4RDGBG6GR218488,27650,"$24,785.00 ",2016,DODGE TRUCK,GRAND CARAVAN,0,CHRYSLER CAPITAL,3/4/2016 0:00,New Vehicle,Finance,"$24,785.00 "
62711,4S3GKAM67J3605050,46077,"$27,728.00 ",2018,SUBARU,IMPREZA,72000,JP MORGAN CHASE BANK NA,9/27/2018 0:00,New Vehicle,Finance,"$25,354.00 "
62625,1FMJU1JT4HEA21306,88703,"$38,950.00 ",2017,FORD,EXPEDITION,36000,1st MID AMERICA,7/19/2017 0:00,Used Vehicle,Finance,"$38,950.00 "
62702,2GCEK133471612535,89072A,"$14,990.00 ",2007,CHEVROLET,SILVERADO 1500,0,,3/7/2019 0:00,Used Vehicle,Cash,"$12,975.00 "
62711,JF2GTADC4K8253361,5162,"$27,284.00 ",2019,SUBARU,CROSSTREK,0,,5/16/2019 0:00,New Vehicle,Cash,"$25,500.00 "
62613,5XYPK4A52KG610067,K3285,"$41,659.00 ",2019,KIA,SORENTO,75000,KIA MOTORS FINANCE,8/2/2019 0:00,New Vehicle,Finance,"$39,976.00 "
62704-4836,1D7HU18216J147696,88704A,"$14,990.00 ",2006,DODGE TRUCK,RAM 1500,0,,7/28/2017 0:00,Used Vehicle,Cash,"$12,500.00 "
62650-1202,3C4PDCBB9ET154977,25231,"$27,870.00 ",2014,DODGE TRUCK,JOURNEY,75111,CAPITAL ONE AUTO FINANCE,9/10/2014 0:00,New Vehicle,Finance,"$27,870.00 "
62702,5XYKUDA72FG652203,K28628,"$34,870.00 ",2015,KIA,SORENTO,0,KIA MOTORS FINANCE,12/9/2014 0:00,Used Vehicle,Finance,"$34,870.00 "
62704-1550,1D4RE4GGXBC628543,25747A,"$19,015.00 ",2011,DODGE TRUCK,DURANGO,0,HEARTLAND CREDIT UNION,10/8/2014 0:00,New Vehicle,Finance,"$19,015.00 "
62675-6090,JF2SJAHC5EH501051,44223,"$28,588.00 ",2014,SUBARU,FORESTER 2.5I,0,CONVERSION - DO NOT USE,11/14/2013 0:00,Used Vehicle,Cash,"$28,588.00 "
62704,JF2SJADCXGH424301,44908,"$25,687.00 ",2016,SUBARU,FORESTER,0,CONVERSION - DO NOT USE,9/5/2015 0:00,Used Vehicle,Cash,"$25,687.00 "
62704-1640,5XYKT4A66FG568315,K28392,"$24,900.00 ",2015,KIA,SORENTO,0,HEARTLAND CREDIT UNION,11/10/2014 0:00,Used Vehicle,Finance,"$24,900.00 "
62625-8854,1D4SE5GT9BC595426,22184,"$47,235.00 ",2011,DODGE TRUCK,DURANGO,0,CONVERSION - DO NOT USE,1/14/2011 0:00,New Vehicle,Cash,"$47,235.00 "
62707-9338,JF2GPAGC5D2898994,44139,"$25,947.00 ",2013,SUBARU,XV CROSSTREK,100019,HEARTLAND,8/30/2013 0:00,Used Vehicle,Finance,"$25,947.00 "
62707-9751,5XYKT3A66EG438415,K20002A,"$17,990.00 ",2014,KIA,SORENTO,72000,PRESTIGE FINANCIAL SERVICES INC,9/27/2018 0:00,Used Vehicle,Finance,"$15,300.00 "
62558-9658,JF2SJAEC6JH589185,46279,"$28,568.00 ",2018,SUBARU,FORESTER,72000,JP MORGAN CHASE BANK NA,7/31/2018 0:00,Used Vehicle,Finance,"$26,268.00 "
62703,KNDPB3A28B7038922,K25663,"$22,299.00 ",2011,KIA,SPORTAGE,0,CONVERSION - DO NOT USE,10/9/2010 0:00,New Vehicle,Finance,"$22,299.00 "
62702-1317,JF2SJARC1GH425569,44920,"$31,000.00 ",2016,SUBARU,FORESTER,0,CONVERSION - DO NOT USE,10/1/2015 0:00,New Vehicle,Cash,"$31,000.00 "
62626-9113,KNDJX3A53F7135419,K28575,"$22,261.00 ",2015,KIA,SOUL,0,CONVERSION - DO NOT USE,3/20/2015 0:00,Used Vehicle,Cash,"$22,261.00 "
62092-1006,5XXGT4L34JG205243,K29462T,"$23,749.00 ",2018,KIA,OPTIMA,75000,ALLY FINANCIAL,5/30/2018 0:00,Used Vehicle,Finance,"$23,749.00 "
62704-2164,JF2SJAMC3EH520347,44280,"$32,865.00 ",2014,SUBARU,FORESTER 2.5I,100000,HEARTLAND CREDIT UNION,3/8/2014 0:00,Used Vehicle,Finance,"$32,865.00 "
62688,JF2SJAWC1FH590959,5000A,"$24,990.00 ",2015,SUBARU,FORESTER,75000,HEARTLAND CREDIT UNION,11/2/2018 0:00,Used Vehicle,Finance,"$23,787.00 "
62691,3C4PDDGG9JT431633,30000,"$33,490.00 ",2018,DODGE,JOURNEY,60000,CHRYSLER CAPITAL,9/8/2018 0:00,New Vehicle,Finance,"$33,490.00 "
62702,2C4RDGBG5HR856961,29473,"$29,839.00 ",2017,DODGE,GRAND CARAVAN,75000,HEARTLAND CREDIT UNION,4/28/2018 0:00,New Vehicle,Finance,"$23,500.00 "
62703,1C6RD7FT6CS287219,23536,"$30,217.00 ",2012,DODGE TRUCK,RAM 1500,75003,CONVERSION - DO NOT USE,8/30/2012 0:00,New Vehicle,Cash,"$30,217.00 "
62712-7573,1C6RD7KT8CS325541,27751A,"$23,995.00 ",2012,DODGE TRUCK,RAM 1500,36000,1st MID AMERICA,12/1/2016 0:00,Used Vehicle,Finance,"$22,809.00 "
62707-2510,JF2SJAWC3JH505743,45966,"$35,312.00 ",2018,SUBARU,FORESTER,75000,,12/29/2017 0:00,Used Vehicle,Cash,"$33,624.04 "
62703-3506,4S3BNBC63F3020403,44631,"$24,524.00 ",2015,SUBARU,LEGACY,75372,CONVERSION - DO NOT USE,11/6/2014 0:00,Used Vehicle,Cash,"$24,524.00 "
62712,3C6UD5PL2CG149407,25321A,"$46,650.00 ",2012,DODGE TRUCK,RAM 2500,86917,HEARTLAND CREDIT UNION,3/31/2014 0:00,New Vehicle,Finance,"$44,813.00 "
62702-4988,KNADM4A3XG6668513,K29104,"$16,440.00 ",2016,KIA,RIO,100000,HEARTLAND CREDIT UNION,11/28/2016 0:00,New Vehicle,Finance,"$15,618.00 "
62572,5XYKUCA6XDG406322,K27865,"$28,157.00 ",2013,KIA,SORENTO,100000,CONVERSION - DO NOT USE,12/3/2012 0:00,Used Vehicle,Cash,"$28,157.00 "
62661-3193,1C6RR7FT8JS256861,29766,"$44,414.00 ",2018,RAM,1500,100000,CEFCU,4/4/2018 0:00,New Vehicle,Finance,"$42,315.00 "
62704,JF2SKACC0KH424105,5025,"$26,169.00 ",2019,SUBARU,FORESTER,75000,CEFCU,11/7/2018 0:00,New Vehicle,Finance,"$24,000.00 "
62615,JF2SKAEC0KH463578,5121,"$29,295.00 ",2019,SUBARU,FORESTER,100000,HEARTLAND CREDIT UNION,2/26/2019 0:00,New Vehicle,Finance,"$27,497.00 "
62681,4S4BSBAC5F3215738,K200010A,"$21,990.00 ",2015,SUBARU,OUTBACK,0,,10/27/2018 0:00,Used Vehicle,Cash,"$18,349.00 "
62702-1045,KNALD125685167460,K29612A,"$5,795.00 ",2008,KIA,AMANTI,0,CREDIT ACCEPTANCE CORP,4/5/2018 0:00,Used Vehicle,Finance,"$5,795.00 "
62629-5012,3C6UR5FJ7FG651321,29971A,"$46,990.00 ",2015,DODGE TRUCK,2500 (6.4L),75000,CEFCU,8/18/2018 0:00,Used Vehicle,Finance,"$44,917.00 "
62702-3015,1C6RR7NT3HS678161,88854,"$37,990.00 ",2017,RAM,1500 (5.7L),38128,ALLY FINANCIAL,7/19/2018 0:00,Used Vehicle,Finance,"$34,622.00 "
62711,3C4PDCAB0JT218142,29606,"$24,434.00 ",2018,DODGE,JOURNEY,0,PNC BANK NA,4/25/2018 0:00,New Vehicle,Finance,"$24,434.00 "
62629-1096,JF2SKAGC6KH497263,5268,"$29,859.00 ",2019,SUBARU,FORESTER,0,JP MORGAN CHASE BANK NA,4/6/2019 0:00,New Vehicle,Finance,"$27,359.00 "
62082-1309,2C4RC1BG7ER404070,K3321A,"$12,990.00 ",2014,CHRYSLER,TOWN & COUNTRY (3.6L),0,,10/18/2019 0:00,Used Vehicle,Cash,"$10,183.48 "
62791,KNDPB3A21D7357789,K29597B,"$21,620.00 ",2013,KIA,SPORTAGE,100008,PNC BANK NA,7/31/2012 0:00,Used Vehicle,Finance,"$21,620.00 "
62702-3015,2C3CDZAG1FH712155,26414,"$27,990.00 ",2015,DODGE,CHALLENGER (3.6L),0,CONVERSION - DO NOT USE,11/18/2014 0:00,New Vehicle,Finance,"$27,990.00 "
62704,4S3BNAN61J3026510,5250A,"$33,173.00 ",2018,SUBARU,LEGACY,75000,CEFCU,7/11/2019 0:00,Used Vehicle,Finance,"$25,495.00 "
62618,KNDMB5C1XF6030268,K28633,"$26,985.00 ",2015,KIA,SEDONA,0,HEARTLAND CREDIT UNION,5/2/2015 0:00,New Vehicle,Finance,"$26,985.00 "
62712,4A4AP4AU3EE005432,36566,"$24,499.00 ",2014,MITSUBISHI,OUTLANDER SPORT,100449,CONVERSION - DO NOT USE,4/28/2014 0:00,New Vehicle,Finance,"$24,499.00 "
62702,3C6JR7AT7EG285379,27816A,"$25,688.00 ",2014,RAM,1500 (5.7L),0,CEFCU,3/5/2016 0:00,Used Vehicle,Finance,"$25,688.00 "
62684-9553,1C6SRFJT9KN606761,2039,"$60,829.00 ",2019,RAM,1500 (5.7L),75000,CEFCU,9/15/2018 0:00,New Vehicle,Finance,"$57,590.00 "
62690-9743,5XYPH4A59JG366981,K29436,"$38,309.00 ",2018,KIA,SORENTO,75000,HEARTLAND CREDIT UNION,8/25/2017 0:00,Used Vehicle,Finance,"$37,300.00 "
62711-6072,JF2SJAHC2EH558615,44368,"$27,546.00 ",2014,SUBARU,FORESTER 2.5I,100000,CAPITAL ONE AUTO FINANCE,4/1/2014 0:00,Used Vehicle,Finance,"$27,546.00 "
62629,4S4WMAFD0L3420144,S1025,"$38,016.00 ",2020,SUBARU,ASCENT,75000,JP MORGAN CHASE BANK NA,11/13/2019 0:00,New Vehicle,Finance,"$36,231.00 "
62535-8922,4S3GTAB63H3713868,45572,"$24,253.00 ",2017,SUBARU,IMPREZA,0,,2/4/2017 0:00,Used Vehicle,Cash,"$24,154.00 "
62628-4139,2C4RDGBG3FR667741,26566M,"$40,929.00 ",2015,DODGE TRUCK,GRAND CARAVAN,100000,HEARTLAND,10/20/2016 0:00,Used Vehicle,Finance,"$17,323.00 "
62704,4S4BRBCC1E3298057,44380,"$26,282.00 ",2014,SUBARU,OUTBACK WAGON,0,JP MORGAN CHASE BANK NA,4/22/2014 0:00,New Vehicle,Finance,"$26,282.00 "
62305-1501,1C6RR7NT0GS153444,27619,"$47,916.00 ",2016,DODGE TRUCK,RAM 1500,0,CONVERSION - DO NOT USE,1/7/2016 0:00,New Vehicle,Finance,"$47,916.00 "
62711,JF2SJAJC3HH564941,45706,"$31,192.00 ",2017,SUBARU,FORESTER,75000,,6/9/2017 0:00,New Vehicle,Cash,"$28,718.35 "
62650,5XXGT4L39JG252994,K29622,"$25,979.00 ",2018,KIA,OPTIMA,100000,,4/16/2018 0:00,Used Vehicle,Cash,"$24,999.00 "
62612,3C7WRTCL2HG699648,29270,"$63,059.00 ",2017,RAM,3500 CHASSIS CAB,100000,,4/18/2017 0:00,New Vehicle,Cash,"$57,307.00 "
62712,KNDPM3AC7K7555387,K3047,"$24,588.50 ",2019,KIA,SPORTAGE,0,CEFCU,9/29/2018 0:00,New Vehicle,Finance,"$24,588.50 "
62666-9739,1C6RR7FPXDS584208,24301,"$33,435.00 ",2013,DODGE TRUCK,RAM 1500,0,HEARTLAND,4/2/2013 0:00,New Vehicle,Finance,"$33,435.00 "
62703-4132,KNDPNCAC6J7379380,K29609,"$30,585.00 ",2018,KIA,SPORTAGE,0,KIA MOTORS FINANCE,3/15/2018 0:00,Used Vehicle,Finance,"$29,501.00 "
62314,5XXGU4L16KG316308,K3132,"$31,520.00 ",2019,KIA,OPTIMA,0,Hyundai Lease Titling Trust,12/31/2018 0:00,New Vehicle,Lease,"$29,460.00 "
62670,2C4RDGEG6CR328222,23443,"$33,070.00 ",2012,DODGE TRUCK,GRAND CARAVAN,100013,JP MORGAN CHASE BANK NA,6/27/2012 0:00,New Vehicle,Finance,"$33,070.00 "
83002,4S4BRCCCXC3221867,43750,"$25,961.00 ",2012,SUBARU,OUTBACK 2.5I,0,CONVERSION - DO NOT USE,11/21/2011 0:00,Used Vehicle,Cash,"$25,961.00 "
62016,3C4PDCABXHT507426,88875,"$18,990.00 ",2017,DODGE,JOURNEY (2.4L),75000,ALLY FINANCIAL,7/2/2018 0:00,Used Vehicle,Finance,"$16,929.00 "
62628-4105,3C6JD7ATXCG187703,25098A,"$25,958.00 ",2012,DODGE TRUCK,RAM 1500,75000,US BANK NA,10/26/2013 0:00,New Vehicle,Finance,"$25,958.00 "
62650-6443,KNDJH741X95012441,K24000,"$27,259.00 ",2009,KIA,BORREGO,0,US BANK NA,12/12/2008 0:00,Used Vehicle,Finance,"$27,259.00 "
62711-6707,4S4BRCCC0A3361360,43108,"$25,838.00 ",2010,SUBARU,OUTBACK 2.5I,0,JP MORGAN CHASE BANK NA,3/24/2010 0:00,Used Vehicle,Finance,"$25,838.00 "
62704-2847,KNDJP3A55E7718864,K28417,"$21,000.00 ",2014,KIA,SOUL,100025,HEARTLAND CREDIT UNION,4/14/2014 0:00,Used Vehicle,Finance,"$21,000.00 "
62056,1B3HB48A69D130874,K28453B,"$10,995.00 ",2009,DODGE,CALIBER,112188,CAPITAL ONE AUTO FINANCE,8/14/2014 0:00,Used Vehicle,Finance,"$10,995.00 "
62704,4A4AP3AUXFE003835,36641,"$21,645.00 ",2015,MITSUBISHI,OUTLANDER SPORT,100125,PNC BANK NA,10/1/2014 0:00,New Vehicle,Finance,"$21,645.00 "
62681-1274,5XYPKDA56GG003712,K28767,"$40,995.00 ",2016,KIA,SORENTO,0,CEFCU,4/29/2015 0:00,Used Vehicle,Finance,"$40,995.00 "
62704,2D4RN5DG3BR767642,22507,"$28,933.00 ",2011,DODGE TRUCK,GRAND CARAVAN,0,CONVERSION - DO NOT USE,7/30/2011 0:00,New Vehicle,Finance,"$28,933.00 "
62531,4S4BSETC8K3303711,5185,"$40,945.00 ",2019,SUBARU,OUTBACK,0,JP MORGAN CHASE BANK NA,2/21/2019 0:00,New Vehicle,Finance,"$38,471.00 "
62650-3258,1C4RDJAG3JC330714,29786,"$38,730.00 ",2018,DODGE,DURANGO,60000,CEFCU,5/25/2018 0:00,New Vehicle,Finance,"$38,730.00 "
62692-9577,1C6SRFMT2KN870402,2217,"$51,024.00 ",2019,RAM,1500,0,HEARTLAND CREDIT UNION,6/13/2019 0:00,New Vehicle,Finance,"$48,426.00 "
62561-8110,2C3CDXHG6EH271907,88961,"$20,990.00 ",2014,DODGE,CHARGER,36000,1st MID AMERICA,10/11/2018 0:00,Used Vehicle,Finance,"$17,800.00 "
62675,4S4BSAAC8J3248901,45886,"$27,067.00 ",2018,SUBARU,OUTBACK,0,JP MORGAN CHASE BANK NA,12/14/2017 0:00,Used Vehicle,Finance,"$25,000.00 "
62301-4836,2C3CDZFJ1KH518496,2082,"$53,209.00 ",2019,DODGE,CHALLENGER,72000,,10/15/2018 0:00,New Vehicle,Cash,"$49,861.00 "
62707-2671,JF2SJADC5FH488566,44571,"$26,000.00 ",2015,SUBARU,FORESTER,76061,CONVERSION - DO NOT USE,9/18/2014 0:00,Used Vehicle,Cash,"$26,000.00 "
62615-1408,2C4RDGBGXER361831,25498,"$27,185.00 ",2014,DODGE TRUCK,GRAND CARAVAN,100003,CHRYSLER CAPITAL,6/20/2014 0:00,New Vehicle,Finance,"$27,185.00 "
62675,JF2SJAMC5EH490185,44174,"$31,680.00 ",2014,SUBARU,FORESTER,0,CONVERSION - DO NOT USE,10/9/2013 0:00,New Vehicle,Cash,"$30,562.00 "
62704-2307,3D4PG5FV5AT178813,27964B,"$10,000.00 ",2010,DODGE,JOURNEY,0,CONVERSION - DO NOT USE,9/10/2016 0:00,New Vehicle,Cash,"$10,000.00 "
62684-9763,4S4BSANC3H3417128,45727,"$36,095.00 ",2017,SUBARU,OUTBACK,75000,,8/5/2017 0:00,Used Vehicle,Cash,"$35,049.00 "
62650-1048,3C4PDCAB8HT601773,29323,"$22,290.00 ",2017,DODGE,JOURNEY,0,PNC BANK NA,5/22/2017 0:00,New Vehicle,Finance,"$22,290.00 "
62563-9208,2C3CDXHG7FH862054,88511,"$21,878.00 ",2015,DODGE,CHARGER,0,HEARTLAND,6/16/2016 0:00,Used Vehicle,Finance,"$21,878.00 "
62704,4S4BSACC1J3300995,46051,"$29,323.00 ",2018,SUBARU,OUTBACK,0,JP Morgan Chase,8/23/2018 0:00,New Vehicle,Lease,"$26,850.00 "
62702-4607,KNAGU4LE9H5017859,K29525,"$32,679.00 ",2017,KIA,OPTIMA HYBRID,75000,HEARTLAND CREDIT UNION,1/17/2018 0:00,Used Vehicle,Finance,"$31,679.00 "
62704-1078,1C6RR7LT5GS301915,27872,"$49,513.00 ",2016,RAM,1500 (5.7L),75000,HEARTLAND CREDIT UNION,1/21/2017 0:00,New Vehicle,Finance,"$49,513.00 "
62704-4871,4S4WMARD4L3409045,S1002,"$47,621.00 ",2020,SUBARU,ASCENT,0,HEARTLAND CREDIT UNION,8/21/2019 0:00,New Vehicle,Finance,"$45,240.00 "
62711-6133,4S4BSANC3J3338208,46143,"$36,670.00 ",2018,SUBARU,OUTBACK,75000,JP MORGAN CHASE BANK NA,3/29/2018 0:00,Used Vehicle,Finance,"$33,923.00 "
62681,4S4BSAJC5K3322910,5237,"$34,462.00 ",2019,SUBARU,OUTBACK,75000,JP MORGAN CHASE BANK NA,4/15/2019 0:00,New Vehicle,Finance,"$32,368.00 "
62711-5685,JF2SHBDC4CH458634,43864,"$24,340.00 ",2012,SUBARU,FORESTER,0,JP MORGAN CHASE BANK NA,10/8/2012 0:00,New Vehicle,Finance,"$24,340.00 "
62693,2GNALFEK9C1115124,89161,"$12,990.00 ",2012,CHEVROLET,EQUINOX,0,HEARTLAND CREDIT UNION,8/9/2019 0:00,Used Vehicle,Finance,"$10,515.00 "
62650-1848,1C6RR7NTXJS162420,29826,"$53,135.00 ",2018,RAM,1500 (5.7L),60000,HEARTLAND CREDIT UNION,6/23/2018 0:00,New Vehicle,Finance,"$48,489.00 "
62629-2007,1C4RDJDG5GC424789,27914,"$45,675.00 ",2016,DODGE,DURANGO (3.6L),0,CONVERSION - DO NOT USE,5/14/2016 0:00,New Vehicle,Cash,"$45,675.00 "
62536,JF2SJAGC8JH614312,46313,"$30,305.00 ",2018,SUBARU,FORESTER,75000,JP MORGAN CHASE BANK NA,10/19/2018 0:00,New Vehicle,Finance,"$27,645.00 "
62711,4S4BSETC8J3336707,46132,"$41,075.00 ",2018,SUBARU,OUTBACK,49887,,6/30/2018 0:00,Used Vehicle,Cash,"$37,732.00 "
62661-3280,3C6URVJG2HE537530,29385,"$43,205.00 ",2017,RAM,PROMASTER CARGO VAN,0,ALLY FINANCIAL,7/13/2017 0:00,New Vehicle,Finance,"$46,578.00 "
62694-8158,5XXGN4A74DG119127,K27749,"$27,575.00 ",2013,KIA,OPTIMA,100006,JP MORGAN CHASE BANK NA,2/9/2013 0:00,New Vehicle,Finance,"$27,575.00 "
62711-6181,3C6UR5FL0GG230558,29165A,"$48,895.00 ",2016,DODGE TRUCK,RAM 2500,75000,HEARTLAND CREDIT UNION,12/30/2016 0:00,Used Vehicle,Finance,"$49,990.00 "
62704-7013,4S4BSBNCXG3222602,44926,"$32,834.00 ",2016,SUBARU,OUTBACK,0,CONVERSION - DO NOT USE,9/22/2015 0:00,Used Vehicle,Cash,"$32,834.00 "
62704,4S4BSAAC3H3333199,45564,"$26,706.00 ",2017,SUBARU,OUTBACK,100000,JP MORGAN CHASE BANK NA,1/31/2017 0:00,New Vehicle,Finance,"$24,364.00 "
62082,1C6RR6FG0HS657988,29186,"$33,870.00 ",2017,RAM,1500 (3.6L),0,CHRYSLER CAPITAL,2/23/2017 0:00,New Vehicle,Finance,"$32,500.00 "
