,MSRP,Year,Make,Model,Purchase Date,Sales Type,Purchase Type,Sale Price,Warranty Miles,Zipcode,Model Type
194,"$27,870.00 ",2014,RAM,JOURNEY,9/10/2014 0:00,New Vehicle,Finance,"$27,870.00 ",1,62650,SUV
195,"$34,870.00 ",2015,KIA,SORENTO,12/9/2014 0:00,Used Vehicle,Finance,"$34,870.00 ",0,62702,SUV
196,"$19,015.00 ",2011,RAM,DURANGO,10/8/2014 0:00,New Vehicle,Finance,"$19,015.00 ",0,62704,SUV
197,"$28,588.00 ",2014,SUBARU,FORESTER 2.5I,11/14/2013 0:00,Used Vehicle,Cash,"$28,588.00 ",0,62675,COMPACT SUV
198,"$25,687.00 ",2016,SUBARU,FORESTER,9/5/2015 0:00,Used Vehicle,Cash,"$25,687.00 ",0,62704,COMPACT SUV
199,"$24,900.00 ",2015,KIA,SORENTO,11/10/2014 0:00,Used Vehicle,Finance,"$24,900.00 ",0,62704,SUV
200,"$47,235.00 ",2011,RAM,DURANGO,1/14/2011 0:00,New Vehicle,Cash,"$47,235.00 ",0,62625,SUV
201,"$25,947.00 ",2013,SUBARU,XV CROSSTREK,8/30/2013 0:00,Used Vehicle,Finance,"$25,947.00 ",1,62707,COMPACT SUV
202,"$17,990.00 ",2014,KIA,SORENTO,9/27/2018 0:00,Used Vehicle,Finance,"$15,300.00 ",1,62707,SUV
203,"$28,568.00 ",2018,SUBARU,FORESTER,7/31/2018 0:00,Used Vehicle,Finance,"$26,268.00 ",1,62558,COMPACT SUV
204,"$22,299.00 ",2011,KIA,SPORTAGE,10/9/2010 0:00,New Vehicle,Finance,"$22,299.00 ",0,62703,COMPACT SUV
205,"$31,000.00 ",2016,SUBARU,FORESTER,10/1/2015 0:00,New Vehicle,Cash,"$31,000.00 ",0,62702,COMPACT SUV
206,"$22,261.00 ",2015,KIA,SOUL,3/20/2015 0:00,Used Vehicle,Cash,"$22,261.00 ",0,62626,COMPACT SUV
207,"$23,749.00 ",2018,KIA,OPTIMA,5/30/2018 0:00,Used Vehicle,Finance,"$23,749.00 ",1,62092,MID-SIZE SEDAN
208,"$32,865.00 ",2014,SUBARU,FORESTER 2.5I,3/8/2014 0:00,Used Vehicle,Finance,"$32,865.00 ",1,62704,COMPACT SUV
209,"$24,990.00 ",2015,SUBARU,FORESTER,11/2/2018 0:00,Used Vehicle,Finance,"$23,787.00 ",1,62688,COMPACT SUV
210,"$33,490.00 ",2018,DODGE,JOURNEY,9/8/2018 0:00,New Vehicle,Finance,"$33,490.00 ",1,62691,SUV
211,"$29,839.00 ",2017,DODGE,GRAND CARAVAN,4/28/2018 0:00,New Vehicle,Finance,"$23,500.00 ",1,62702,VAN
212,"$30,217.00 ",2012,RAM,RAM 1500,8/30/2012 0:00,New Vehicle,Cash,"$30,217.00 ",1,62703,TRUCK
213,"$23,995.00 ",2012,RAM,RAM 1500,12/1/2016 0:00,Used Vehicle,Finance,"$22,809.00 ",1,62712,TRUCK
214,"$35,312.00 ",2018,SUBARU,FORESTER,12/29/2017 0:00,Used Vehicle,Cash,"$33,624.04 ",1,62707,COMPACT SUV
215,"$24,524.00 ",2015,SUBARU,LEGACY,11/6/2014 0:00,Used Vehicle,Cash,"$24,524.00 ",1,62703,MID-SIZE SEDAN
216,"$46,650.00 ",2012,RAM,RAM 2500,3/31/2014 0:00,New Vehicle,Finance,"$44,813.00 ",1,62712,TRUCK
217,"$16,440.00 ",2016,KIA,RIO,11/28/2016 0:00,New Vehicle,Finance,"$15,618.00 ",1,62702,COMPACT SEDAN
218,"$28,157.00 ",2013,KIA,SORENTO,12/3/2012 0:00,Used Vehicle,Cash,"$28,157.00 ",1,62572,SUV
219,"$44,414.00 ",2018,RAM,1500,4/4/2018 0:00,New Vehicle,Finance,"$42,315.00 ",1,62661,TRUCK
220,"$26,169.00 ",2019,SUBARU,FORESTER,11/7/2018 0:00,New Vehicle,Finance,"$24,000.00 ",1,62704,COMPACT SUV
221,"$29,295.00 ",2019,SUBARU,FORESTER,2/26/2019 0:00,New Vehicle,Finance,"$27,497.00 ",1,62615,COMPACT SUV
222,"$21,990.00 ",2015,SUBARU,OUTBACK,10/27/2018 0:00,Used Vehicle,Cash,"$18,349.00 ",0,62681,SUV
223,"$5,795.00 ",2008,KIA,AMANTI,4/5/2018 0:00,Used Vehicle,Finance,"$5,795.00 ",0,62702,MID-SIZE SEDAN
224,"$46,990.00 ",2015,RAM,2500 (6.4L),8/18/2018 0:00,Used Vehicle,Finance,"$44,917.00 ",1,62629,TRUCK
225,"$37,990.00 ",2017,RAM,1500 (5.7L),7/19/2018 0:00,Used Vehicle,Finance,"$34,622.00 ",1,62702,TRUCK
226,"$24,434.00 ",2018,DODGE,JOURNEY,4/25/2018 0:00,New Vehicle,Finance,"$24,434.00 ",0,62711,SUV
227,"$29,859.00 ",2019,SUBARU,FORESTER,4/6/2019 0:00,New Vehicle,Finance,"$27,359.00 ",0,62629,COMPACT SUV
228,"$12,990.00 ",2014,OTHER,TOWN & COUNTRY (3.6L),10/18/2019 0:00,Used Vehicle,Cash,"$10,183.48 ",0,62082,VAN
229,"$21,620.00 ",2013,KIA,SPORTAGE,7/31/2012 0:00,Used Vehicle,Finance,"$21,620.00 ",1,62791,COMPACT SUV
230,"$27,990.00 ",2015,DODGE,CHALLENGER (3.6L),11/18/2014 0:00,New Vehicle,Finance,"$27,990.00 ",0,62702,SPORTS CAR
231,"$33,173.00 ",2018,SUBARU,LEGACY,7/11/2019 0:00,Used Vehicle,Finance,"$25,495.00 ",1,62704,MID-SIZE SEDAN
232,"$26,985.00 ",2015,KIA,SEDONA,5/2/2015 0:00,New Vehicle,Finance,"$26,985.00 ",0,62618,VAN
233,"$24,499.00 ",2014,OTHER,OUTLANDER SPORT,4/28/2014 0:00,New Vehicle,Finance,"$24,499.00 ",1,62712,SUV
234,"$25,688.00 ",2014,RAM,1500 (5.7L),3/5/2016 0:00,Used Vehicle,Finance,"$25,688.00 ",0,62702,TRUCK
235,"$60,829.00 ",2019,RAM,1500 (5.7L),9/15/2018 0:00,New Vehicle,Finance,"$57,590.00 ",1,62684,TRUCK
236,"$38,309.00 ",2018,KIA,SORENTO,8/25/2017 0:00,Used Vehicle,Finance,"$37,300.00 ",1,62690,SUV
237,"$27,546.00 ",2014,SUBARU,FORESTER 2.5I,4/1/2014 0:00,Used Vehicle,Finance,"$27,546.00 ",1,62711,COMPACT SUV
238,"$38,016.00 ",2020,SUBARU,ASCENT,11/13/2019 0:00,New Vehicle,Finance,"$36,231.00 ",1,62629,SUV
239,"$24,253.00 ",2017,SUBARU,IMPREZA,2/4/2017 0:00,Used Vehicle,Cash,"$24,154.00 ",0,62535,COMPACT SEDAN
240,"$40,929.00 ",2015,RAM,GRAND CARAVAN,10/20/2016 0:00,Used Vehicle,Finance,"$17,323.00 ",1,62628,VAN
241,"$26,282.00 ",2014,SUBARU,OUTBACK WAGON,4/22/2014 0:00,New Vehicle,Finance,"$26,282.00 ",0,62704,SUV
242,"$47,916.00 ",2016,RAM,RAM 1500,1/7/2016 0:00,New Vehicle,Finance,"$47,916.00 ",0,62305,TRUCK
243,"$31,192.00 ",2017,SUBARU,FORESTER,6/9/2017 0:00,New Vehicle,Cash,"$28,718.35 ",1,62711,COMPACT SUV
244,"$25,979.00 ",2018,KIA,OPTIMA,4/16/2018 0:00,Used Vehicle,Cash,"$24,999.00 ",1,62650,MID-SIZE SEDAN
245,"$63,059.00 ",2017,RAM,3500 CHASSIS CAB,4/18/2017 0:00,New Vehicle,Cash,"$57,307.00 ",1,62612,TRUCK
246,"$24,588.50 ",2019,KIA,SPORTAGE,9/29/2018 0:00,New Vehicle,Finance,"$24,588.50 ",0,62712,COMPACT SUV
247,"$33,435.00 ",2013,RAM,RAM 1500,4/2/2013 0:00,New Vehicle,Finance,"$33,435.00 ",0,62666,TRUCK
248,"$30,585.00 ",2018,KIA,SPORTAGE,3/15/2018 0:00,Used Vehicle,Finance,"$29,501.00 ",0,62703,COMPACT SUV
249,"$31,520.00 ",2019,KIA,OPTIMA,12/31/2018 0:00,New Vehicle,Lease,"$29,460.00 ",0,62314,MID-SIZE SEDAN
250,"$33,070.00 ",2012,RAM,GRAND CARAVAN,6/27/2012 0:00,New Vehicle,Finance,"$33,070.00 ",1,62670,VAN
251,"$25,961.00 ",2012,SUBARU,OUTBACK 2.5I,11/21/2011 0:00,Used Vehicle,Cash,"$25,961.00 ",0,83002,SUV
252,"$18,990.00 ",2017,DODGE,JOURNEY (2.4L),7/2/2018 0:00,Used Vehicle,Finance,"$16,929.00 ",1,62016,SUV
253,"$25,958.00 ",2012,RAM,RAM 1500,10/26/2013 0:00,New Vehicle,Finance,"$25,958.00 ",1,62628,TRUCK
254,"$27,259.00 ",2009,KIA,BORREGO,12/12/2008 0:00,Used Vehicle,Finance,"$27,259.00 ",0,62650,SUV
255,"$25,838.00 ",2010,SUBARU,OUTBACK 2.5I,3/24/2010 0:00,Used Vehicle,Finance,"$25,838.00 ",0,62711,SUV
256,"$21,000.00 ",2014,KIA,SOUL,4/14/2014 0:00,Used Vehicle,Finance,"$21,000.00 ",1,62704,COMPACT SUV
257,"$10,995.00 ",2009,DODGE,CALIBER,8/14/2014 0:00,Used Vehicle,Finance,"$10,995.00 ",1,62056,COMPACT SUV
258,"$21,645.00 ",2015,OTHER,OUTLANDER SPORT,10/1/2014 0:00,New Vehicle,Finance,"$21,645.00 ",1,62704,SUV
259,"$40,995.00 ",2016,KIA,SORENTO,4/29/2015 0:00,Used Vehicle,Finance,"$40,995.00 ",0,62681,SUV
260,"$28,933.00 ",2011,RAM,GRAND CARAVAN,7/30/2011 0:00,New Vehicle,Finance,"$28,933.00 ",0,62704,VAN
261,"$40,945.00 ",2019,SUBARU,OUTBACK,2/21/2019 0:00,New Vehicle,Finance,"$38,471.00 ",0,62531,SUV
262,"$38,730.00 ",2018,DODGE,DURANGO,5/25/2018 0:00,New Vehicle,Finance,"$38,730.00 ",1,62650,SUV
263,"$51,024.00 ",2019,RAM,1500,6/13/2019 0:00,New Vehicle,Finance,"$48,426.00 ",0,62692,TRUCK
264,"$20,990.00 ",2014,DODGE,CHARGER,10/11/2018 0:00,Used Vehicle,Finance,"$17,800.00 ",1,62561,MID-SIZE SEDAN
265,"$27,067.00 ",2018,SUBARU,OUTBACK,12/14/2017 0:00,Used Vehicle,Finance,"$25,000.00 ",0,62675,SUV
266,"$53,209.00 ",2019,DODGE,CHALLENGER,10/15/2018 0:00,New Vehicle,Cash,"$49,861.00 ",1,62301,SPORTS CAR
267,"$26,000.00 ",2015,SUBARU,FORESTER,9/18/2014 0:00,Used Vehicle,Cash,"$26,000.00 ",1,62707,COMPACT SUV
268,"$27,185.00 ",2014,RAM,GRAND CARAVAN,6/20/2014 0:00,New Vehicle,Finance,"$27,185.00 ",1,62615,VAN
269,"$31,680.00 ",2014,SUBARU,FORESTER,10/9/2013 0:00,New Vehicle,Cash,"$30,562.00 ",0,62675,COMPACT SUV
270,"$10,000.00 ",2010,DODGE,JOURNEY,9/10/2016 0:00,New Vehicle,Cash,"$10,000.00 ",0,62704,SUV
271,"$36,095.00 ",2017,SUBARU,OUTBACK,8/5/2017 0:00,Used Vehicle,Cash,"$35,049.00 ",1,62684,SUV
272,"$22,290.00 ",2017,DODGE,JOURNEY,5/22/2017 0:00,New Vehicle,Finance,"$22,290.00 ",0,62650,SUV
273,"$21,878.00 ",2015,DODGE,CHARGER,6/16/2016 0:00,Used Vehicle,Finance,"$21,878.00 ",0,62563,MID-SIZE SEDAN
274,"$29,323.00 ",2018,SUBARU,OUTBACK,8/23/2018 0:00,New Vehicle,Lease,"$26,850.00 ",0,62704,SUV
275,"$32,679.00 ",2017,KIA,OPTIMA HYBRID,1/17/2018 0:00,Used Vehicle,Finance,"$31,679.00 ",1,62702,MID-SIZE SEDAN
276,"$49,513.00 ",2016,RAM,1500 (5.7L),1/21/2017 0:00,New Vehicle,Finance,"$49,513.00 ",1,62704,TRUCK
277,"$47,621.00 ",2020,SUBARU,ASCENT,8/21/2019 0:00,New Vehicle,Finance,"$45,240.00 ",0,62704,SUV
278,"$36,670.00 ",2018,SUBARU,OUTBACK,3/29/2018 0:00,Used Vehicle,Finance,"$33,923.00 ",1,62711,SUV
279,"$34,462.00 ",2019,SUBARU,OUTBACK,4/15/2019 0:00,New Vehicle,Finance,"$32,368.00 ",1,62681,SUV
280,"$24,340.00 ",2012,SUBARU,FORESTER,10/8/2012 0:00,New Vehicle,Finance,"$24,340.00 ",0,62711,COMPACT SUV
281,"$12,990.00 ",2012,OTHER,EQUINOX,8/9/2019 0:00,Used Vehicle,Finance,"$10,515.00 ",0,62693,COMPACT SUV
282,"$53,135.00 ",2018,RAM,1500 (5.7L),6/23/2018 0:00,New Vehicle,Finance,"$48,489.00 ",1,62650,TRUCK
283,"$45,675.00 ",2016,DODGE,DURANGO (3.6L),5/14/2016 0:00,New Vehicle,Cash,"$45,675.00 ",0,62629,SUV
284,"$30,305.00 ",2018,SUBARU,FORESTER,10/19/2018 0:00,New Vehicle,Finance,"$27,645.00 ",1,62536,COMPACT SUV
285,"$41,075.00 ",2018,SUBARU,OUTBACK,6/30/2018 0:00,Used Vehicle,Cash,"$37,732.00 ",1,62711,SUV
286,"$43,205.00 ",2017,RAM,PROMASTER CARGO VAN,7/13/2017 0:00,New Vehicle,Finance,"$46,578.00 ",0,62661,CARGO VAN
287,"$27,575.00 ",2013,KIA,OPTIMA,2/9/2013 0:00,New Vehicle,Finance,"$27,575.00 ",1,62694,MID-SIZE SEDAN
288,"$48,895.00 ",2016,RAM,RAM 2500,12/30/2016 0:00,Used Vehicle,Finance,"$49,990.00 ",1,62711,TRUCK
289,"$32,834.00 ",2016,SUBARU,OUTBACK,9/22/2015 0:00,Used Vehicle,Cash,"$32,834.00 ",0,62704,SUV
290,"$26,706.00 ",2017,SUBARU,OUTBACK,1/31/2017 0:00,New Vehicle,Finance,"$24,364.00 ",1,62704,SUV
291,"$33,870.00 ",2017,RAM,1500 (3.6L),2/23/2017 0:00,New Vehicle,Finance,"$32,500.00 ",0,62082,TRUCK
292,"$35,270.00 ",2016,DODGE,GRAND CARAVAN (3.6L),7/28/2016 0:00,New Vehicle,Finance,"$35,270.00 ",0,62661,VAN
293,"$34,180.00 ",2018,DODGE,GRAND CARAVAN (3.6L),5/31/2018 0:00,New Vehicle,Finance,"$32,928.00 ",1,62703,VAN
294,"$70,120.00 ",2018,DODGE,DURANGO SRT (6.4L),10/13/2018 0:00,New Vehicle,Finance,"$67,242.00 ",1,62629,SUV
295,"$40,560.00 ",2014,RAM,DURANGO,10/27/2014 0:00,New Vehicle,Finance,"$40,560.00 ",1,62711,SUV
296,"$40,042.00 ",2013,RAM,RAM 1500,2/4/2013 0:00,New Vehicle,Cash,"$40,042.00 ",1,62702,TRUCK
297,"$36,789.00 ",2019,SUBARU,OUTBACK,5/31/2019 0:00,New Vehicle,Finance,"$33,574.00 ",0,62545,SUV
298,"$31,344.00 ",2019,KIA,SORENTO,6/13/2019 0:00,New Vehicle,Finance,"$30,035.00 ",0,62703,SUV
299,"$24,814.00 ",2014,OTHER,CHEROKEE,10/22/2014 0:00,Used Vehicle,Finance,"$24,814.00 ",1,62536,COMPACT SUV
300,"$13,249.00 ",2011,KIA,OPTIMA,2/29/2016 0:00,Used Vehicle,Finance,"$13,249.00 ",0,62561,MID-SIZE SEDAN
301,"$16,115.00 ",2013,KIA,RIO,7/25/2012 0:00,Used Vehicle,Cash,"$16,115.00 ",0,62702,COMPACT SEDAN
302,"$28,319.00 ",2016,KIA,SORENTO,7/31/2015 0:00,Used Vehicle,Cash,"$28,319.00 ",0,62629,SUV
303,"$24,492.00 ",2013,SUBARU,LEGACY 2.5I,8/7/2013 0:00,Used Vehicle,Cash,"$24,492.00 ",0,62625,MID-SIZE SEDAN
304,"$20,990.00 ",2015,DODGE,JOURNEY,11/28/2018 0:00,Used Vehicle,Cash,"$18,897.70 ",0,62702,SUV
305,"$38,694.00 ",2014,RAM,RAM 1500,3/17/2014 0:00,New Vehicle,Finance,"$38,694.00 ",1,62629,TRUCK
306,"$32,424.00 ",2017,DODGE,CHARGER,9/28/2017 0:00,Used Vehicle,Finance,"$32,424.00 ",1,62703,MID-SIZE SEDAN
307,"$11,648.00 ",2013,DODGE,AVENGER,9/9/2016 0:00,New Vehicle,Cash,"$11,000.00 ",0,62684,MID-SIZE SEDAN
308,"$26,216.00 ",2013,RAM,DURANGO,9/22/2016 0:00,New Vehicle,Cash,"$26,216.00 ",0,62615,SUV
309,"$11,990.00 ",2013,OTHER,ROGUE,1/9/2019 0:00,Used Vehicle,Finance,"$9,999.50 ",1,62702,COMPACT SUV
310,"$24,236.00 ",2010,SUBARU,FORESTER 2.5X,5/31/2010 0:00,Used Vehicle,Finance,"$24,236.00 ",0,62712,COMPACT SUV
311,"$37,245.00 ",2015,KIA,SORENTO,6/13/2014 0:00,Used Vehicle,Cash,"$37,245.00 ",0,62568,SUV
312,"$12,990.00 ",2014,DODGE,AVENGER,8/15/2017 0:00,Used Vehicle,Finance,"$11,800.00 ",0,46901,MID-SIZE SEDAN
313,"$24,090.00 ",2014,SUBARU,FORESTER,11/1/2013 0:00,Used Vehicle,Finance,"$24,090.00 ",1,62707,COMPACT SUV
314,"$35,931.00 ",2017,SUBARU,OUTBACK,3/25/2017 0:00,Used Vehicle,Finance,"$33,332.00 ",1,62049,SUV
315,"$33,283.00 ",2017,SUBARU,OUTBACK,9/3/2016 0:00,Used Vehicle,Cash,"$33,283.00 ",0,62560,SUV
316,"$42,117.00 ",2015,RAM,RAM 2500,10/29/2015 0:00,New Vehicle,Finance,"$42,117.00 ",0,62703,TRUCK
317,"$20,990.00 ",2016,OTHER,MUSTANG,5/10/2019 0:00,Used Vehicle,Finance,"$19,975.00 ",1,62703,SPORTS CAR
318,"$25,984.00 ",2017,OTHER,ACADIA,4/19/2019 0:00,Used Vehicle,Finance,"$25,984.00 ",1,62703,SUV
319,"$13,990.00 ",2012,OTHER,PRIUS C,9/10/2018 0:00,Used Vehicle,Finance,"$12,719.00 ",1,62701,MID-SIZE SEDAN
320,"$27,500.00 ",2012,RAM,RAM 1500,7/28/2012 0:00,New Vehicle,Finance,"$27,500.00 ",0,62561,TRUCK
321,"$17,995.00 ",2012,KIA,OPTIMA,3/28/2016 0:00,Used Vehicle,Finance,"$17,995.00 ",0,62694,MID-SIZE SEDAN
322,"$26,995.00 ",2012,RAM,RAM 1500,10/27/2014 0:00,New Vehicle,Finance,"$26,995.00 ",1,62702,TRUCK
323,"$35,312.00 ",2018,SUBARU,FORESTER,3/30/2018 0:00,New Vehicle,Cash,"$32,215.00 ",1,62545,COMPACT SUV
324,"$21,265.00 ",2019,SUBARU,IMPREZA,8/28/2018 0:00,New Vehicle,Finance,"$19,550.88 ",0,62086,COMPACT SEDAN
325,"$44,234.00 ",2016,RAM,1500 DIESEL (3.0L),4/7/2016 0:00,New Vehicle,Finance,"$44,234.00 ",0,62568,TRUCK
326,"$12,986.00 ",2005,OTHER,ENVOY,2/7/2013 0:00,Used Vehicle,Finance,"$12,986.00 ",1,62711,SUV
327,"$58,589.00 ",2019,RAM,1500 (5.7L),9/28/2019 0:00,New Vehicle,Finance,"$53,089.00 ",1,62561,TRUCK
328,"$27,770.00 ",2011,DODGE,CHALLENGER,9/17/2011 0:00,New Vehicle,Finance,"$27,770.00 ",0,62615,SPORTS CAR
329,"$37,990.00 ",2015,RAM,RAM 1500,12/22/2015 0:00,New Vehicle,Finance,"$37,990.00 ",0,62612,TRUCK
330,"$42,294.00 ",2017,RAM,1500,10/14/2017 0:00,New Vehicle,Finance,"$42,235.00 ",0,62561,TRUCK
331,"$15,000.00 ",2017,OTHER,CRUZE,9/14/2018 0:00,Used Vehicle,Finance,"$16,989.00 ",1,62671,COMPACT SEDAN
332,"$72,535.00 ",2017,RAM,3500,5/3/2017 0:00,New Vehicle,Finance,"$72,535.00 ",1,61546,TRUCK
333,"$29,800.00 ",2011,SUBARU,OUTBACK WAGON,10/13/2010 0:00,New Vehicle,Finance,"$29,800.00 ",1,62707,SUV
334,"$33,887.00 ",2017,SUBARU,OUTBACK,5/8/2017 0:00,Used Vehicle,Finance,"$32,470.00 ",1,62664,SUV
335,"$26,048.00 ",2009,RAM,JOURNEY,4/15/2009 0:00,New Vehicle,Finance,"$26,048.00 ",0,62670,SUV
336,"$29,205.00 ",2013,KIA,SORENTO,4/26/2012 0:00,New Vehicle,Finance,"$29,205.00 ",0,62711,SUV
337,"$24,381.00 ",2016,SUBARU,IMPREZA SEDAN,12/26/2015 0:00,New Vehicle,Finance,"$24,381.00 ",0,62702,COMPACT SEDAN
338,"$25,763.00 ",2013,DODGE,JOURNEY,11/18/2016 0:00,Used Vehicle,Finance,"$13,500.00 ",1,62704,SUV
339,"$25,505.30 ",2013,KIA,OPTIMA,5/10/2013 0:00,Used Vehicle,Finance,"$25,505.30 ",1,62707,MID-SIZE SEDAN
340,"$31,645.00 ",2011,SUBARU,OUTBACK 2.5I,6/19/2010 0:00,Used Vehicle,Cash,"$31,645.00 ",0,62711,SUV
341,"$19,995.00 ",2012,OTHER,GTI,2/14/2014 0:00,Used Vehicle,Finance,"$19,995.00 ",1,62711,COMPACT SEDAN
342,"$23,999.00 ",2019,KIA,OPTIMA,12/11/2018 0:00,Used Vehicle,Finance,"$22,736.00 ",1,62639,MID-SIZE SEDAN
343,"$29,139.00 ",2017,DODGE,CHARGER,5/5/2018 0:00,Used Vehicle,Finance,"$24,268.00 ",1,62702,MID-SIZE SEDAN
344,"$21,997.00 ",2010,OTHER,TUNDRA,10/30/2015 0:00,Used Vehicle,Finance,"$21,997.00 ",0,62702,TRUCK
345,"$49,774.00 ",2018,DODGE,DURANGO,6/20/2018 0:00,New Vehicle,Cash,"$48,021.00 ",1,62704,SUV
346,"$25,864.00 ",2017,SUBARU,CROSSTREK,5/23/2017 0:00,New Vehicle,Finance,"$24,377.00 ",0,62458,COMPACT SUV
347,"$41,838.00 ",2014,RAM,RAM 1500,12/27/2014 0:00,New Vehicle,Finance,"$41,838.00 ",1,62704,TRUCK
348,"$21,990.00 ",2008,DODGE,RAM 1500,6/25/2013 0:00,Used Vehicle,Finance,"$21,990.00 ",1,62629,TRUCK
349,"$22,339.00 ",2017,DODGE,JOURNEY (2.4L),6/17/2017 0:00,New Vehicle,Finance,"$22,859.00 ",1,62702,SUV
350,"$11,697.00 ",2004,RAM,RAM 1500,2/8/2011 0:00,Used Vehicle,Cash,"$11,697.00 ",0,62563,TRUCK
351,"$49,014.00 ",2019,RAM,1500 CLASSIC (5.7L),5/25/2019 0:00,New Vehicle,Finance,"$45,169.00 ",0,62629,TRUCK
352,"$34,949.00 ",2017,KIA,SEDONA,1/17/2018 0:00,Used Vehicle,Finance,"$27,919.53 ",0,62563,VAN
353,"$33,234.00 ",2018,DODGE,GRAND CARAVAN (3.6L),1/24/2018 0:00,New Vehicle,Finance,"$33,234.00 ",0,62629,VAN
354,"$48,367.00 ",2015,RAM,RAM 1500,9/14/2015 0:00,New Vehicle,Finance,"$48,367.00 ",0,62712,TRUCK
355,"$39,142.00 ",2009,RAM,RAM 1500,9/11/2009 0:00,New Vehicle,Finance,"$39,142.00 ",0,62563,TRUCK
356,"$37,553.00 ",2017,DODGE,DURANGO (3.6L),9/24/2016 0:00,New Vehicle,Finance,"$37,553.00 ",0,62520,SUV
357,"$36,242.00 ",2017,SUBARU,OUTBACK,7/20/2017 0:00,Used Vehicle,Cash,"$34,949.00 ",0,62629,SUV
358,"$16,606.62 ",2011,OTHER,TACOMA,5/31/2012 0:00,Used Vehicle,Cash,"$16,606.62 ",1,62704,TRUCK
359,"$30,645.00 ",2017,KIA,SPORTAGE,2/4/2017 0:00,New Vehicle,Finance,"$27,500.00 ",1,62629,COMPACT SUV
360,"$24,864.00 ",2017,SUBARU,CROSSTREK,1/28/2017 0:00,Used Vehicle,Finance,"$23,000.00 ",1,62615,COMPACT SUV
361,"$27,033.00 ",2014,SUBARU,FORESTER,9/11/2013 0:00,New Vehicle,Cash,"$25,488.00 ",0,62704,COMPACT SUV
362,"$37,210.00 ",2014,RAM,RAM 2500,4/29/2014 0:00,New Vehicle,Finance,"$37,210.00 ",0,62677,TRUCK
363,"$45,875.00 ",2015,RAM,DURANGO,3/19/2015 0:00,New Vehicle,Finance,"$45,875.00 ",0,62629,SUV
364,"$32,585.00 ",2015,DODGE,CHARGER,1/30/2016 0:00,New Vehicle,Cash,"$32,585.00 ",0,62558,MID-SIZE SEDAN
365,"$26,774.00 ",2018,SUBARU,CROSSTREK,4/28/2018 0:00,New Vehicle,Finance,"$24,565.00 ",1,61832,COMPACT SUV
366,"$22,995.00 ",2013,OTHER,TOWN AND COUNTRY,1/12/2016 0:00,Used Vehicle,Finance,"$22,995.00 ",0,62712,VAN
367,"$25,249.00 ",2018,SUBARU,IMPREZA,1/19/2018 0:00,Used Vehicle,Finance,"$23,570.00 ",0,62702,COMPACT SEDAN
368,"$33,500.00 ",2014,RAM,RAM CARGO VAN,8/30/2014 0:00,New Vehicle,Finance,"$33,500.00 ",0,62615,CARGO VAN
369,"$35,415.00 ",2016,KIA,SORENTO,12/31/2015 0:00,New Vehicle,Finance,"$35,415.00 ",0,62548,SUV
370,"$49,425.00 ",2018,RAM,1500,2/9/2019 0:00,New Vehicle,Finance,"$48,000.00 ",1,62573,TRUCK
371,"$54,395.00 ",2014,RAM,1500,5/12/2017 0:00,Used Vehicle,Finance,"$24,150.00 ",1,62704,TRUCK
372,"$34,995.00 ",2013,OTHER,EXPEDITION,12/19/2015 0:00,Used Vehicle,Finance,"$34,995.00 ",0,62675,SUV
373,"$28,775.00 ",2017,DODGE,GRAND CARAVAN,6/27/2017 0:00,New Vehicle,Finance,"$28,279.00 ",0,62056,VAN
374,"$21,095.00 ",2013,OTHER,CX-5,2/6/2016 0:00,Used Vehicle,Finance,"$21,095.00 ",0,62712,COMPACT SUV
375,"$16,495.00 ",2016,DODGE,DART (2.0L),5/18/2018 0:00,Used Vehicle,Finance,"$12,930.00 ",0,62703,COMPACT SEDAN
376,"$24,482.35 ",2009,RAM,RAM 1500,5/14/2009 0:00,New Vehicle,Cash,"$24,482.35 ",0,62702,TRUCK
377,"$28,970.00 ",2009,RAM,RAM 1500,6/16/2009 0:00,New Vehicle,Finance,"$28,970.00 ",0,62711,TRUCK
378,"$16,323.00 ",2010,SUBARU,FORESTER 2.5XT,12/15/2015 0:00,Used Vehicle,Finance,"$16,323.00 ",0,62711,COMPACT SUV
379,"$32,707.00 ",2015,SUBARU,OUTBACK,10/31/2014 0:00,Used Vehicle,Finance,"$32,707.00 ",0,62644,SUV
380,"$5,995.00 ",2005,OTHER,GRAND MARQUIS,7/10/2018 0:00,Used Vehicle,Finance,"$5,175.00 ",0,62617,MID-SIZE SEDAN
381,"$25,975.00 ",2014,SUBARU,OUTBACK 2.5I,1/18/2014 0:00,Used Vehicle,Finance,"$25,975.00 ",1,62677,SUV
382,"$20,800.00 ",2016,RAM,JOURNEY,8/2/2016 0:00,Used Vehicle,Finance,"$20,800.00 ",0,62702,SUV
383,"$30,189.00 ",2016,SUBARU,OUTBACK,12/4/2015 0:00,Used Vehicle,Finance,"$30,189.00 ",0,62629,SUV
384,"$21,990.00 ",2017,DODGE,JOURNEY,3/30/2018 0:00,Used Vehicle,Finance,"$19,350.00 ",0,62044,SUV
385,"$23,500.00 ",2013,RAM,GRAND CARAVAN,10/31/2013 0:00,Used Vehicle,Cash,"$23,500.00 ",0,62629,VAN
386,"$29,625.00 ",2018,SUBARU,OUTBACK,10/27/2017 0:00,Used Vehicle,Finance,"$28,537.00 ",1,60152,SUV
